"lang"
{

	"Language"		"English"
		"DOTA_Tooltip_ability_sasuke_chidori_light_sword_description"				"<b><font color='#A5E3FF'>After casting an ability</font></b>, Sasuke’s next basic attack inflicts <b><font color='#A5E3FF'>additional Magic Damage</font></b> and decreases <b>Attack Speed</b> and <b>Movement Speed</b> to enemies within the area."
		"DOTA_Tooltip_ability_sasuke_chidori_light_sword_aoe_radius"					"RADIUS: "
		"DOTA_Tooltip_ability_sasuke_chidori_light_sword_move_slow"			"%MOVEMENT SLOW: "
		"DOTA_Tooltip_ability_sasuke_chidori_light_sword_attack_slow"			"ATTACK SLOW: "
		"DOTA_Tooltip_ability_sasuke_chidori_light_sword_duration"			"DURATION: "
		"DOTA_Tooltip_ability_sasuke_chidori_light_sword_damage"			"DAMAGE: "
	
		"DOTA_Tooltip_modifier_chidori_light_sword_damage"						"<b><font color='#A5E3FF'>Chidori Light Sword</font></b>"
		"DOTA_Tooltip_modifier_chidori_light_sword_damage_description"			"Next attack deals <b><font color='#A5E3FF'>Magic Damage</font></b> and reduces <b><font color='#A5E3FF'>Attack Speed</font></b> and <b><font color='#A5E3FF'>Movement Speed.</font></b>"
		"DOTA_Tooltip_modifier_chidori_light_sword_debuff"						"<b><font color='#A5E3FF'>Chidori Light Sword</font></b>"
		"DOTA_Tooltip_modifier_chidori_light_sword_debuff_description"			"This Unit has reduced <b><font color='#A5E3FF'>Movement Speed</font></b> and <b><font color='#A5E3FF'>Attack Speed.</font></b>"


		//Kirin
		"DOTA_Tooltip_ability_sasuke_chidori_kirin"								"<b><font color='#00D4FF'>Kirin</font></b>"
		"DOTA_Tooltip_ability_sasuke_chidori_kirin_description"					"<b><font color='#A5E3FF'>Marks the target unit</font></b> with Kirin, granting <b>True Sight</b> of the target unit for a short duration of time. <br><br> After the duration expires, the target is struck with a <b><font color='#00D4FF'>massive bolt of lightning dealing Magic Damage</font></b>. <br><br> Additional <b>Magic Damage</b> is dealt to the target <b><font color='#4DADFF'>based on health lost from Sasuke</font></b> during the effect’s duration."
		"DOTA_Tooltip_ability_sasuke_chidori_kirin_lore"						""
		"DOTA_Tooltip_ability_sasuke_chidori_kirin_duration"						"DURATION: "
		"DOTA_Tooltip_ability_sasuke_chidori_kirin_lost_health_bonus_damage"			"%LOST HEALTH BONUS DAMAGE: "

		"DOTA_Tooltip_modifier_chidori_kirin_mark"						"<b><font color='#00D4FF'>Kirin</font></b>"
		"DOTA_Tooltip_modifier_chidori_kirin_mark_description"			"<b><font color='#00D4FF'>Revealed</font></b> and will take <b><font color='#00D4FF'>Magic Damage</font></b> once duration has ended."
	

		//--------------------
		//Kakashi
		//--------------------
		"npc_dota_hero_beastmaster"  									"Kakashi"
		"npc_dota_hero_beastmaster_lore"  								""

		"npc_dota_hero_kakashi"  									"Kakashi"
		"npc_dota_hero_kakashi_lore"  								""

		// Doton
		"DOTA_Tooltip_ability_kakashi_doton"							"<b><font color='#C1943D'>Tracking Fang</font></b>"
		"DOTA_Tooltip_ability_kakashi_doton_lore"						"Doton: Tsuiga No Jutsu"
		"DOTA_Tooltip_ability_kakashi_doton_description"				"Summons ninja dogs to latch onto the target enemy <b><font color='#C1943D'>dealing Physical Damage and Stunning them.</font></b>"
		"DOTA_Tooltip_ability_kakashi_doton_range"						"RANGE: "        
        "DOTA_Tooltip_ability_kakashi_doton_damage"						"DAMAGE: "
		"DOTA_Tooltip_ability_kakashi_doton_stun_duration"				"STUN DURATION: "

		// Sharingan
		"DOTA_Tooltip_ability_kakashi_sharingan"						"<b><font color='#E21C30'>Sharingan</font></b>"
		"DOTA_Tooltip_ability_kakashi_sharingan_description"			"<b><font color='#E21C30'>Steals an ability</font></b> from the target allied or enemy Hero. <br><br> Stolen abilities will <b><font color='#E21C30'>always be the Hero's 2nd ability.</font></b> <br><br> The stolen ability's level is determined by <b><font color='#E21C30'>the level of Sharingan.</font></b>"
		"DOTA_Tooltip_ability_kakashi_sharingan_copy_timer"				"DURATION: "
		
		"DOTA_Tooltip_kakashi_sharingan_modifier"						"<b><font color='#E21C30'>Sharingan</font></b>"
		"DOTA_Tooltip_kakashi_sharingan_modifier_description"			"Kakashi has <b><font color='#E21C30'>copied an enemy ability.</font></b>"


		// Kage Bunshin No Jutsu
		"DOTA_Tooltip_ability_kakashi_bunshin"							"<b><font color='#C7E0E4'>Lightning Release: Shadow Clone</font></b>"
		"DOTA_Tooltip_ability_kakashi_bunshin_lore"						"Raiton: Kage Bunshin No Jutsu"
		"DOTA_Tooltip_ability_kakashi_bunshin_description"				"<b><font color='#C7E0E4'>Kakashi becomes invisible</font></b> while leaving behind a <b><font color='#C7E0E4'>Shadow Clone</font></b> at his location. <br><br> <b><font color='#C7E0E4'>Shadow Clones</font></b> take additional incoming damage and reduced outgoing damage. <br><br> On death, the <b><font color='#C7E0E4'>Shadow Clone slows the enemy that killed it.</font></b>"
		"DOTA_Tooltip_ability_kakashi_bunshin_duration"					"INVISIBILITY DURATION: "
		"DOTA_Tooltip_ability_kakashi_bunshin_ms_debuff"				"%MOVEMENT SPEED DEBUFF: "
		"DOTA_Tooltip_ability_kakashi_bunshin_cd_reduc"					"COOLDOWN REDUCTION: "
		"DOTA_Tooltip_ability_kakashi_bunshin_illusion_duration"		"CLONE DURATION: "
		"DOTA_Tooltip_ability_kakashi_bunshin_illusion_outgoing_damage_percent_tooltip"		"%CLONE OUTGOING DAMAGE: "
		"DOTA_Tooltip_ability_kakashi_bunshin_illusion_incoming_damage_percent"		"%CLONE INCOMING DAMAGE: "
		
		// Chidori
		"DOTA_Tooltip_ability_kakashi_chidori"							"<b><font color='#7EC3FF'>Raikiri</font></b>"
		"DOTA_Tooltip_ability_kakashi_chidori_description"				"<b><font color='#FFFFFF'>CHANNELED</font></b> - <b><font color='#7EC3FF'>Channels lightning chakra</font></b> as Kakashi prepares to charge his foe. <br><br> Once channeling is complete, Kakashi rushes the target <b><font color='#7EC3FF'>dealing Magic Damage</font></b> and briefly slowing <b>Movement Speed</b> on contact."
		"DOTA_Tooltip_ability_kakashi_chidori_damage"					"DAMAGE: "
		"DOTA_Tooltip_ability_kakashi_chidori_range"					"RANGE: "

		"DOTA_Tooltip_modifier_kakashi_lighting_charge"						"<b><font color='#7EC3FF'>Raikiri</font></b>"
		"DOTA_Tooltip_modifier_kakashi_lighting_charge_description"			"This Unit's <b><font color='#7EC3FF'>Movement Speed is Slowed.</font></b>"

		//--------------------
		//Guy
		//--------------------
		"npc_dota_hero_guy"  										"Guy"
		"npc_dota_hero_guy_lore"  									""
		// Dynamic Entry
		"DOTA_Tooltip_ability_guy_dynamic_entry"						"<b><font color='#00A244'>Dynamic Entry</font></b>"
		"DOTA_Tooltip_ability_guy_dynamic_entry_description"			"Guy launches himself to the target, dealing <b><font color='#00A244'>Phyiscal Damage and reducing Armor</font></b> on impact for a short duration. <br><br> <b><font color='#00A244'>Range and Armor reduction</font><b> are increased if Guy has <b><font color='#00A913'>Sixth Gate Opened.</font></b>"
		"DOTA_Tooltip_ability_guy_dynamic_entry_ms_slow"			"%MOVEMENT SPEED DEBUFF: "
		"DOTA_Tooltip_ability_guy_dynamic_entry_duration"				"DEBUFF DURATION: "
		"DOTA_Tooltip_ability_guy_dynamic_entry_cast_range"				"RANGE: "
		
		"DOTA_Tooltip_modifier_guy_dynamic_entry_debuff"				"<b><font color='#00A244'>Dynamic Entry</font></b>"
		"DOTA_Tooltip_modifier_guy_dynamic_entry_debuff_description"	"This Unit's <b><font color='#00A244'>Armor is reduced.</font></b>"


		// Dynamic Entry Ulti
		"DOTA_Tooltip_ability_guy_dynamic_entry_ult"						"<b><font color='#00A244'>Dynamic Entry</font></b>"
		"DOTA_Tooltip_ability_guy_dynamic_entry_ult_description"			"<b><font color='#00A244'>Guy launches himself to the target, dealing <b>Physical Damage</b> on impact. <br><br> <b><font color='#00A244'>Range is increased</font></b> and applies a <b><font color='#00A244'>Movement Speed Slow</font></b> if Guy has <b><font color='#00A913'>Sixth Gate Opened.</font></b>"
		"DOTA_Tooltip_ability_guy_dynamic_entry_ult_ms_slow"			"%MOVEMENT SPEED DEBUFF: "
		"DOTA_Tooltip_ability_guy_dynamic_entry_ult_duration"				"DEBUFF DURATION: "
		"DOTA_Tooltip_ability_guy_dynamic_entry_ult_cast_range"				"RANGE: "

		"DOTA_Tooltip_ability_modifier_guy_dynamic_ms_slow"					"Dynamic Entry"
		"DOTA_Tooltip_modifier_guy_dynamic_ms_slow_description"		"This Unit has decreased Movement Speed."
		

		// Leaf Strong Whirlwind
		"DOTA_Tooltip_ability_guy_leaf_strong_whirlwind"				"<b><font color='#72FF8C'>Leaf Strong Whirlwind</font></b>"
		"DOTA_Tooltip_ability_guy_leaf_strong_whirlwind_lore"			"Konoha Gōriki Senpū"
		"DOTA_Tooltip_ability_guy_leaf_strong_whirlwind_description"	"Performs a spin kick dealing <b><font color='#72FF8C'>base Phyiscal Damage</font></b> plus <b><font color='#72FF8C'>Guy's Attack Damage</font></b> to all enemies near Guy. <br><br> Enemies hit by this attack will have their <b><font color='#72FF8C'>Movement Speed Slowed</font></b> for a short duration. <br><br> Cast time is lowered if Guy has <b><font color='#00A913'>Sixth Gate Opened.</font></b>" 
		"DOTA_Tooltip_ability_guy_leaf_strong_whirlwind_radius"			"RADIUS: "
		"DOTA_Tooltip_ability_guy_leaf_strong_whirlwind_stun_duration"	"STUN DURATION: "
		"DOTA_Tooltip_ability_guy_leaf_strong_whirlwind_stomp_damage"			"DAMAGE: "
		"DOTA_Tooltip_ability_guy_leaf_strong_whirlwind_cast_time"			"CAST TIME: "
		"DOTA_Tooltip_modfiier_guy_leaf_strong_whirlwind_stun"						"<b><font color='#72FF8C'>Leaf Strong Whirlwind</font></b>"
		"DOTA_Tooltip_modfiier_guy_leaf_strong_whirlwind_stun_description" 			"This Unit is <b><font color='#72FF8C'>Stunned.</font></b>"

		"DOTA_Tooltip_modifier_guy_string_whirlwind_slow_debuff"		"<b><font color='#72FF8C'>Leaf Strong Whirlwind</font></b>"
		"DOTA_Tooltip_modifier_guy_string_whirlwind_slow_debuff_description"		"This unit's <b><font color='#72FF8C'>Movement Speed is slowed.</font></b>"
		
		
		// Leaf Strong Whirlwind Ulti
		"DOTA_Tooltip_ability_guy_leaf_strong_whirlwind_ult"				"<b><font color='#72FF8C'>Leaf Strong Whirlwind</font></b>"
		"DOTA_Tooltip_ability_guy_leaf_strong_whirlwind_ult_lore"			"Konoha Gōriki Senpū"
		"DOTA_Tooltip_ability_guy_leaf_strong_whirlwind_ult_description"	"Performs a spin kick dealing base<b><font color='#72FF8C'> Physical Damage </font></b> plus <b><font color='#72FF8C'>Guy's Attack Damage</font></b> as well as a <b><font color='#72FF8C'>brief Stun</font></b> to all enemies near Guy. <br><br> Cast time is lowered if Guy has <b><font color='#00A913'>Sixth Gate Opened.</font></b>" 
		"DOTA_Tooltip_ability_guy_leaf_strong_whirlwind_ult_radius"			"RADIUS: "
		"DOTA_Tooltip_ability_guy_leaf_strong_whirlwind_ult_stun_duration"	"STUN DURATION: "
		"DOTA_Tooltip_ability_guy_leaf_strong_whirlwind_ult_stomp_damage"			"DAMAGE: "
		"DOTA_Tooltip_ability_guy_leaf_strong_whirlwind_ult_cast_time"			"CAST TIME: "
		"DOTA_Tooltip_modfiier_guy_leaf_strong_whirlwind_ult_stun"						"<b><font color='#72FF8C'>Leaf Strong Whirlwind</font></b>"
		"DOTA_Tooltip_modfiier_guy_leaf_strong_whirlwind_ult_stun_description" 			"This Unit is <b><font color='#72FF8C'>Stunned.</font></b>"

		
		// Strong Fist
		"DOTA_Tooltip_ability_guy_strong_fist"						"<b><font color='#F4E8C7'>Strong Fist</font></b>"
		"DOTA_Tooltip_ability_guy_strong_fist_lore"						"Goken"
		"DOTA_Tooltip_ability_guy_strong_fist_crit"					"%CRITICAL DAMAGE: "
		"DOTA_Tooltip_ability_guy_strong_fist_stun"					"STUN DURATION IN GATES: "
		"DOTA_Tooltip_ability_guy_strong_fist_description"			"<b><font color='#FFFFFF'>ACTIVE</font></b> - Guy's next attack <b><font color='#F4E8C7'>deals Critical Damage.</font></b> <br><br> <b><font color='#F4E8C7'>Critical Strike will Stun</font></b> if Guy has <b><font color='#00A913'>Sixth Gate Opened.</font></b> <br><br> <b><font color='#FFFFFF'>AUTO CAST</font></b> - Right click this ability to automatically use <b><font color='#F4E8C7'>Strong Fist</font></b> when off cooldown. <br><br> <b><font color='#FFFFFF'>PASSIVE</font></b> - <b><font color='#F4E8C7'>Cooldown is reduced</font></b> for each attack made by Guy."
		
		"DOTA_Tooltip_modifier_guy_strong_fist"					"<b><font color='#F4E8C7'>Strong Fist</font></b>"
		"DOTA_Tooltip_modifier_guy_strong_fist_description"		"Guy's next attack will be a <b><font color='#F4E8C7'>Critical Strike.</font></b>"

		
		// Morning Peacock
		"DOTA_Tooltip_ability_guy_morning_peacock"						"<b><font color='#FF710E'>Morning Peacock</font></b>"
		"DOTA_Tooltip_ability_guy_morning_peacock_lore"						"Morning Peacock"
		"DOTA_Tooltip_ability_guy_morning_peacock_stun"					"STUN DURATION: "
		"DOTA_Tooltip_ability_guy_morning_peacock_description"			"<b><font color='#FFFFFF'>ACTIVE</font></b> - <b><font color='#FF710E'>Dramatically increases Attack Speed</font></b> for up to <b><font color='#FFFFFF'>4</font></b> strikes. <br><br> Each strike does <font color='#FFFFFF'>75%</font></b> <b><font color='#FF710E'>Damage and mini-Stuns</font></b> with the final strike dealing a <b><font color='#FF710E'>full Stun</font></b>. <br><br> <b><font color='#FFFFFF'>PASSIVE</font></b> - <b><font color='#F4E8C7'>Cooldown is reduced</font></b> for each attack made by Guy after <b><font color='#FF710E'>Morning Peacock</font></b> attacks have ended. <br><br> <b><font color='#E21C30'>Note:</font></b> Due to limitations, first <b><font color='#FF710E'>Morning Peacock</font></b> attack will reset Cooldown to full duration."

		"DOTA_Tooltip_modifier_guy_morning_peacock_buff"						"<b><font color='#FF710E'>Morning Peacock</font></b>"
		"DOTA_Tooltip_modifier_guy_morning_peacock_buff_description" 			"On next attack will gain <b><font color='#FF710E'>increased Attack Speed and Stun.</font></b>"

		"DOTA_Tooltip_modifier_guy_morning_peacock_cd_reset"						"<b><font color='#FF710E'>Morning Peacock</font></b>"
		"DOTA_Tooltip_modifier_guy_morning_peacock_cd_reset_description" 			"Guy has access to <b><font color='#FF710E'>Morning Peacock.</font></b>"
		
		// Strong Fist Ulti
		"DOTA_Tooltip_ability_guy_strong_fist_ult"						"<b><font color='#F4E8C7'>Strong Fist</font></b>"
		"DOTA_Tooltip_ability_guy_strong_fist_ult_lore"						"Goken"
		"DOTA_Tooltip_ability_guy_strong_fist_ult_crit"					"%CRITICAL DAMAGE: "
		"DOTA_Tooltip_ability_guy_strong_fist_ult_stun"					"STUN DURATION: "
		"DOTA_Tooltip_ability_guy_strong_fist_ult_description"			"<b><font color='#FFFFFF'>ACTIVE</font></b> - Guy's next attack <b><font color='#F4E8C7'>deals Critical Damage.</font></b> <br><br> <b><font color='#F4E8C7'>Critical Strike will Stun</font></b> if Guy has <b><font color='#00A913'>Sixth Gate Opened.</font></b> <br><br> <b><font color='#FFFFFF'>PASSIVE</font></b> - <b><font color='#F4E8C7'>Cooldown is reduced</font></b> for each attack made by Guy."
		
		
		// Hachimon Tonkou: Dairoku Keimon
		"DOTA_Tooltip_ability_guy_seventh_gate_open"				"<b><font color='#00A913'>Sixth Gate: Open</font></b>"
		"DOTA_Tooltip_ability_guy_seventh_gate_open_lore"			"Kyomon: Kai"
		"DOTA_Tooltip_ability_guy_seventh_gate_open_ms_bonus"		"%MOVEMENT SPEED BONUS: "
		"DOTA_Tooltip_ability_guy_seventh_gate_open_bat"			"BASE ATTACK TIME: "
		"DOTA_Tooltip_ability_guy_seventh_gate_open_hp_drain"		"%MAXIMUM HEALTH PER SECOND: "
		
		
		"DOTA_Tooltip_ability_guy_seventh_gate_open_description"		"<b><font color='#FFFFFF'>TOGGLE</font></b> - While active, grants increased <b><font color='#00A244'>Movement Speed</font></b> and decreased <b><font color='#72FF8C'>Base Attack Time</font></b>. <br><br> While active, <b><font color='#00A913'>improves Guy's other abilities</font></b> in unique ways. <br><br> <b><font color='#00A913'>Drains health</font></b> from Guy while toggled on."
		"DOTA_Tooltip_modifier_guy_seventh_gate"							"<b><font color='#00A913'>Sixth Gate: Open</font></b>"
		"DOTA_Tooltip_modifier_guy_seventh_gate_description"				"Guy has increased <b><font color='#00A244'>Movement Speed</font></b> and <b><font color='#F4E8C7'>Attack Damage</font></b> along with decreased <b><font color='#72FF8C'>Base Attack Time.</font></b>"

		"DOTA_Tooltip_ability_guy_seventh_gate_close"			"<b><font color='#00A913'>Sixth Gate: Close</font></b>"
		"DOTA_Tooltip_ability_guy_seventh_gate_close_description"			"Removes the effects of <b><font color='#00A913'>Sixth Gate: Open.</font></b>"

		//--------------------
		//Onoki
		//--------------------
		"npc_dota_hero_onoki"											"Onoki"
		//Jinton
		"DOTA_Tooltip_ability_onoki_jinton"								"<b><font color='#FFFFFF'>Atomic Dismantling</font></b>"
		"DOTA_Tooltip_ability_onoki_jinton_lore"						"Jinton: Genkai Hakuri no Jutsu"
		"DOTA_Tooltip_ability_onoki_jinton_damage"					    "DAMAGE: "
		"DOTA_Tooltip_ability_onoki_jinton_root_duration"				"ROOT DURATION: "
		"DOTA_Tooltip_ability_onoki_jinton_stun_duration"				"STUN DURATION: "
		"DOTA_Tooltip_ability_onoki_jinton_stun_radius"					"RADIUS: "
		"DOTA_Tooltip_ability_onoki_jinton_Description"					"<b><font color='#FFFFFF'>Roots a target unit</font></b> as well as all enemies around them.</font></b> <br><br> After a short delay, an explosion occurs within a short radius of each enemy <b><font color='#FFFFFF'>dealing Magic Damage and Stunning</font></b>."
		
		//Stalagmite Armor
		"DOTA_Tooltip_ability_onoki_stalagmite_armor"					"<b><font color='#C1943D'>Stalagmite Armor</font></b>"
		"DOTA_Tooltip_ability_onoki_stalagmite_armor_bonus_armor"		"BONUS ARMOR: "
		"DOTA_Tooltip_ability_onoki_stalagmite_armor_damage_chance"	    "RETURN CHANCE: "
		"DOTA_Tooltip_ability_onoki_stalagmite_armor_damage"	        "RETURN DAMAGE: "
		"DOTA_Tooltip_ability_onoki_stalagmite_armor_duration"			"DURATION: "
		"DOTA_Tooltip_ability_onoki_stalagmite_armor_Description"		"<b><font color='#C1943D'>Increases the target's Armor</font></b> and gives a chance to deal <b><font color='#C1943D'>Physical Damage and Stun</font></b> when hit by a<b> Basic Attack.</b>"
		"DOTA_Tooltip_modifier_onoki_stalagmite_armor"						"<b><font color='#C1943D'>Stalagmite Armor</font></b>"
		"DOTA_Tooltip_modifier_onoki_stalagmite_armor_description"			"This Unit has <b><font color='#C1943D'>increased Armor</font></b> and a chance to deal <b><font color='#C1943D'>Damage and Stun attackers.</font></b>"
		
		//Doton: Kajūgan no Jutsu | Doton: Keijūgan no Jutsu
		"DOTA_Tooltip_ability_onoki_added_weight"						"<b><font color='#FFD67E'>Weighted Rock Technique</font></b>"
		"DOTA_Tooltip_ability_onoki_added_weight_lore"				"Doton: Kajūgan no Jutsu | Doton: Keijūgan no Jutsu"
